tgt,src
you are disappointing,نتا خيبة الأمل
you are dirty ,نتا ريك قش
when you marry remember this,فاش تزوج راسك هادشي
we will get back to this topic,غادي نرجعو لهاد الموضوع
Why don't you want to be diligent in your work,علاش مابغيتيش تكوني محنّا فخدمتك
i'm volunteering at the animal shelter,أنا متطوع ف لدار ديال الحيوانات
Let's play cards,خلينا نلعبو للكارطة
"But, I'm not sure that's enough",و لكن، ماكنش متأكداش هادشي كايكون كاف
dont be like this,ماتبقاش بحال هادشي
you can go tomorrow,تقدر تمشي غدا
everyone danced,كولشي كانشوت
lucky,الحمد لله
go yell at him,سير و غوت عليه
I dare you to confess to authorities,نتحداك ت عترف لسلطات
is packed stuff in my car,راه مليت ف طونوبيل
Don't take picture of the board,بلا ما تسوّر ل لبوردا
do you think this is chaos,واش كايبان ليك هادشي كايكون ف الفوضى
you will see the difference,غادي تشوف الفرق
they just fool you,كايخدعوك غير
"Ah yes, she would be good fun",آه، غادي تكون مزحة
Bring a copy of the baccalaureate certificate.,جيب ليا شي نسخة ديال شهادة ديال البكالوري.
although she said she might be late,واخا قالت ممكن تعطل
the first 40 days in her life,أول 40 نهار ف حييتها
choose where to build a pool,قراري فين تبني البيسين
Don't you ever perform with musicians?,واش عمرك ماكتعرضش مع الموسيقيين؟
Wait until you marry and you will get sick of him,تسنّا تزوجي و تخلّع عليه
Can you please repeat that?,واش ممكن تعاود هادشي؟
why you dont wanna speak with us,علاش مابغيتيش ت تحدّد معانا
All this talk of food is making me hungry,هاد الكلام كامل ديال الماكلة كايجيبني الجوع
dont forget her,ماتنساها
Why don't you want to quote a sentence from this text,علاش مابغيتيش تستعرض شي جملة من هاد النص
if only I could wash all my clothes,كون غير قدرت ن غسل كل حوايج
ok wait just a minute,واخا إواحد دقيقة
Let me peel eggs,خليني نخرج البيض
you will suprvise the pay,غاتقسم ليا ليك
i thought that he spilled the water,كان كيسحاب ليا غادي يسكب الما
what's the address,شنو العنوان
"Put it in the hand of God, whatever is fated for you, it is what it is. ",خليه في يد الله، أشنو لي كتقدر عليك، هو لي كاين
she is stronger then him,هي أقوى عليه
cover your head,غبي راسك
i wont go until i take money,مابقيتش غادي حتى نتحمل فلوس
may,مايو
i always tell you you are lame,ديما كانڭوليك راسك عيب
I dare you to taste this bitter food,نتحداك ت تذوق هاد الماكلة المريرة
are you afraid of darkness?,واش كاتخاف من الظلام؟
That's a fishy story,هادي قصة خايبة
I have two dolls,عندي جوج دكشي
"Oh, have you seen!",أوه، واش شفتي!
you look good,شكلي مزيان
she is sick ,راه مريضة
You don't want to face him,مابغيتيش تواجهو
Let me make my clothes,خليني ندير حوايج
you do it everyday,كاديرها كل نهار
It is a quarter past four,هادي ربع و ربع
clean your hands,صافي يديك
its god decision,راه الله يختار
that's a great plan,هاد الخطة زوينة
I tanned myself at the beach,راني كنتي فالبحر
why you stupid,مالك غبي
i think if he is a jinxer,تانفكّر واش راه شحال ديال القلب
I am very passionate about looking after the planet,أنا شغف بزّاف بزّاف باش نتعامل مع البلاد
look what did bought,شوف شنو شريت
You don't want to qualify for final,مابغيتيش ت تخصّص ل نهار نهائي
she made a comment,راه درت تعليق
he lives between mountains,كايسكن ف بين جبال
surely,بلاش
"I like the pool, but we're not gonna be here all afternoon!",كيعجبني البيسين، ولكن ماغاديش نكون هنا العشية كاملة!
i think of yelling at me,تانفكّر واش تبرّق عليا
my place is here,بلاصتي هنا
I dare you to not stutter,نتحداك ماتبغيش تفرج
the white shirt,القميص البيض
what is this mess,أش هاد الفوضى
Did you remember?,واش تفكرتي؟
I have to tell the school that I'm gonna be late,خاصني نقول ل المدرسة أنّي غادي نتأخر
don't confuse me,بلا ما تخلّطني
I use it for watching TV and reading books,كنديرها ف التلفازة و كتاب
thats a bad behaviour,هادشي سلوك خايب
how often do you come here?,شحال من مرة كادوفي هنا؟
i'm restinf,أنا راستاف
please fill out this form,عفاكم تملي هاد الفورم
When will you teach me to bake that cake?,إمتا غادي ت عارفيني نخبز داك الكيكا؟
"I told you to bring me something to eat, you goof ",قلت ليك تجيب ليا شي حاجة تاكليها، غبي
do you need taxi madam,واش خاصك تاكسي أندام
I think if im going on the right path,تانفكّر واش أنا غادي على طريق الصحيح
He is calling his friend,كايعيط صاحبو
You are an open book,نتا كتاب مفتوح
i worked in a city,خديت خدمة فبلدة
she will become a strong country,غادي ت شي دولة قوية
When will you try something new?,إمتا غادي ت تجرب شي حاجة جديدة؟
What will the weather be like tomorrow?,أشمن هوا غادي تكون غدا؟
we looked for big sis,كانقلبو على ختي الكبيرة
leave them,خليهم
What cocktail would you like?,أشمن الكوكتيل بغيتي؟
Will you order it while I'm in the shower... I'll have my usual.,واش غاتطلبها فاش نتوح... غادي نتاخو ليا كالعادة.
Do we have a deal?,واش عندنا معاهدة؟
The soup has gone sour,الحساء مشا مسو
i'm her dad,أنا بابا ديالها
i bough my father a new gift,عطيت الواليد شي هدية جديدة
veggies look fresh,الخضرا كايبانو جداد
you told her to say nothing,قلتيها ماعنديش ليها
I have a meeting,عندي ليكما
they tie you,كايربيوك
he is from our country,راه من بلادنا
give me her money,عطيني فلوسها
if only I could agree to a better price,كون غير قدرت ن توفق على شي سعر مزيان
The moon is shining,القمر كايضرب
me and you,أنا و نتا
they want to control you,بغاو يسيطرو عليك
i'm good for now,أنا مزيان دابا
they took they kids from school,خديو ولادهم من المدرسة
lets see her,خلينا نشوفو
this cost us a lot,راه كلفنا بزّاف هادشي
why you dont wanna slow dow,علاش مابغيتيش تبعد درجاتك
they sang at the party on saturday,كانو كانڭاو ف الحفلة نهار السبت
you did nothing bad to me,ماعديتي عليا شي حاجة خايبة
without noise please,بلا ما تبرّك
Don't outpace him,بلا ما تسبق عليه
would i take my daughter money,واش نقدر نستدر ليا فلوس ديالي
