tgt,src
go bring the medicine from the pharmacy,واش ناتو ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
sleep so you can get some rest,نامي واش ترتاحي
qatar ornized will,كاتا غادي غادي
wanan drink something,واينان شرب شي شي حاجة
I think of breaking this glass,كانفكّر بكسر هاد الكوب
you should never be late,عمرك تتأخري
what this yelling,هادشي هاد الصياح
good bread,خبز جيّد
do you want to see her,واش بغيتي تشوفها
its explicit,هادشي هادشي
Health?,الصحة؟
"Yes, I have your eraser too",نعم، عندي ديالك الممحاة
"Oh, my poor old man",راه ديال المساكين
I have pain in my back,كان عندي الالم فظهري
did you take your medicin,واش غاديتك ديال ديال ديال ديالك
the room is spacious,غادي غادي غادي غادي
You put something made out of  wool in the laundry. ,وضعتي شي شي شي مصنوع من الصوف في المغسلة
we will go tomorrow,غادي نمشي غدا
twenty minutes,شوية بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف
is that place so far ,واش هاد المكان بزّاف بزّاف
we alway go for diner,واش نمشي نمشي معاه ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
january,جانوري
put them in casrole,راه في پيروسول
now her brother is wearing pants,واخاها راه البس لباس
I know that you like me,أنا عارف أنك تروق ليا
I'm wearing something very similar myself!,أنا ألبس شي شي شي مشابه ليا!
Let me be upset,خليني ننزعج
why you dont wanna fo to madina,علاش مابغيتيش بزّاف بادينا
just 5 minutes and he slept,خمس دقائق و نام
his wife is thinking of taking revenge.,زوجته كانتفكّر بالانتقام
you should never paint your room with this color,عمرك ت دهاك لغرفتك هاد اللون
It was absolutely delicious.,كانت شهية بزّاف.
"Do you want crisps, nuts or anything to nibble?",مابغيتيش بزّاف، بزّاف أو ماشابه؟
we need to talk,خاصنا نتكلّم
With you it's always a one-way street,معاك هو ديام طريق واحد طريق واحد
did you go to the university,واش ذهبتي للجامعة
She has a half paralysis.,ديها نصف الشلل.
we did not talk about the important stuff,مابقينا مانتحدثشش شي شي شي شي شي شي شي حاجة
nothing happened,ماشي ماشي حاجة
what year you did go,في أي عام ذهبتي؟
is it in a cafe,هادشي في مقهى
Do you know where she is?,واش عرفتي اين هي؟
don't go unoticed,مابغيتشش تاخدش
i need to speak to inwi,خاصّي نتكلّم مع ديال ديال ديال ديال
Let me clean the dirt,خليني ننظف الوحل
i had a phobia in this regard,كان عندي خوف ف هادشي هادشي
he wont leave her wife and kid,واش مانترك ليها و ولدها و زوجتها
Not yet,ماشي
I met him yesterday,إلتقيت بيه البارح
i will send her,أنا غادي نرسلها
She bring my son with her,تجي بولدي معها
its extraordinary,راه غير عادي
you told me no,قلت ليا لا
Have you tried to be assertive,عمرك جربتي باش تاكد
day-to-day,نهارا نهارا
did she tell you,واش قالت ليك
it was light,كان نورا
she need drugs to calm her down,خاصّتها تخدّش ليهدّاها
did you look how you speak,واش دقيت كيف تنطق
i will post a video,أنا غادي نكتب فيديو
i already sent it,واش ليا هادشي هادشي
Why don't you want to join me,علاش مابغيتيش نضمك ليا
i won a medal,راه ليا ميدالية
have you passed good Sunday,واش عمرك تا غادي بزّاف
the house is clean,هاد البيت هادشي
I'm waiting for you to tell of between these countries,كانتسنّا فيك باش باش بين هاد البلدان
they made a price,راه راه بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف
i wanna take a sandwich,أنا غادي ناخد شطيرة
Can I sit in this chair?,ممكن نجلس على هاد الكرسي؟
they are shooting a film,راه يصورو فلم
Is that still stupid?,واش هادشي مازال غبّال؟
if only I could deny you from this,كون غير قدرت نخلّيك من هادشي
You don't want to lock the locker,مابغيتيش تقفل الخزنة
i wanna go to school,بغيت نمشي لمدرسة
can you do this to your fingers,واش تقدري تديري هادشي ديال ديال ديالك
they wasted they money,سدّدوها فلوس
Everyone started dancing. ,الكل بدأو بالرقص
i will reconcil between them,أنا غادي نرجع بينهم
if only I could consultate you,كون غير قدرت نستشيرك
thiswon't work for me,هادشي ماخدش ليا
it is not in your habit,ماشي بزاف ديالك
Well as we've not scheduled the party yet we don't have to reschedule it,واش مابقينا غادي نحدد الحفلة و مانقدرش غادي نغيّرها
i thought that he will call for pray,كان كان كيسحاب ليا غادي يتّصلّي ليا
this is the biggest library,هادي هي أكبر مكتبة
if he call me again ,واش ناداني مرة أخرى
leave him alone,خلّيه واش
You don't want to  buy the dress i bought,مابغيتيش تشرّي اللباس الذي ابتعته
he fights off easily,راه يتقاتل بزّاف
i didnt find them,أنا ماجدهم
this meal is imprtant,هاد الوجبة راه
i will read quran,أنا غادي نقرأ كوران
we will lose everything,غادي نخسّر كُلّ شيء
i will make chains and sell them,أنا غادي ندير و نبيعها
Who is this?,من هادشي؟
its only Tuesday remaining,ديال ديال ديال ديال ديال ديالها ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
he cintrols everything,راه كلشي
do you have children,واش عندك ولاد
it is obvious someone did beat you,من الواضح أن أحدهم ضربك
Do you like her?,واش تحبها؟
come to finish your work,جتي لإنهاء عملك
you got busted,عانيتي بزّاف بزّاف
i want bread and olives,بغيت خبز و زيتون
good luck to everyone,حظ سعيد لكل واحد
I dare you to get paid well,نتحداك ت تا تا تا تا باش تا
